,0,1,2,3
1950,1727.0,Westlife,The Rose,"Some say love it is a river
that drowns the tender reed
Some say love it is a razor
that leaves your soul to bleed

Some say love it is a hunger
an endless aching need
I say love it is a flower
and you it's only seed

It's the heart afraid of breaking
that never learns to dance
It's the dream afraid of waking that never takes the chance
It's the one who won't be taken
who cannot seem to give
and the soul afraid of dying that never learns to live

When the night has been too lonely
and the road has been too long
and you think that love is only
for the lucky and the strong
Just remember in the winter far beneath the bitter snows
lies the seed
that with the sun's love
in the spring
becomes the rose"
1951,1986.0,Westlife,You Raise Me Up,"Shane:
When I am down and, oh my soul so weary;
When troubles come and my heart burdened be,
Then, I am still and wait here in the silence,
Until you come and sit awhile with me.
You raise me up, so I can stand on mountains;
You raise me up, to walk on stormy seas;
I am strong, when I am on your shoulders;
You raise me up... To more than I can be.

Mark:
You raise me up, so I can stand on mountains;
You raise me up, to walk on stormy seas;
I am strong, when I am on your shoulders;
You raise me up... To more than I can be.

Shane (Choir):
You raise me up, so I can stand on mountains;
You raise me up, to walk on stormy seas;
I am strong, when I am on your shoulders;
You raise me up... To more than I can be.

Mark (Choir):
You raise me up, so I can stand on mountains;
You raise me up, to walk on stormy seas;
I am strong, when I am on your shoulders;
You raise me up... To more than I can be.

Shane:
You raise me up... To more than I can be."
1952,1681.0,Wheatus,Teenage Dirtbag,"Her name is Noelle, I have a dream about her,
She rings my bell,
I got gym class in half an hour
and Oh how she rocks in Keds and tube socks,
but she doesn't know who I am
And she doesn't give a damn about me.

Cause I'm just a teenage dirtbag baby.
Yeah I'm just a teenage dirtbag baby.
Listen to Iron Maiden baby with me.
Ooohoo Hoo Hooooooo

Her boyfriend's a dick
He brings a gun to school
and he'd simply kick
my ass if he knew the truth
He lives on my block
He drives an I-ROC
But he doesn't know who I am
And he doesn't give a damn about me.

Cause I'm just a teenage dirtbag baby.
Yeah I'm just a teenage dirtbag baby.
Listen to Iron Maiden baby with me.
Ooohoo Hoo Hooooooo

Oh yeah, Dirtbag
No, she doesn't know what she's missing.
Oh yeah, Dirtbag
No, she doesn't know what she's missing.

Man I feel like mould
It's prom night and I am lonely
Low and behold, she's walking over to me
This must be fake
My lip starts to shake
How does she know who I am?
And why does she give a damn about me

(she said) I've got two tickets to Iron Maiden, baby
Come with me Friday, don't say maybe,
I'm just a teenage dirtbag baby like you . .
Ooohoo Hoo Hooooooo

Oh yeah, Dirtbag
No, she doesn't know what she's missing.
Oh yeah, Dirtbag
No, she doesn't know what she's missing."
1953,207.0,Wiley,Cash in My Pocket (feat. Daniel Merriweather),"Won't waste my money
No, i see a new path
-
Making new money now i got a new laugh (ha)
Music is playing me well, so i aint gunna be the one to find a new craft
If it aint for you find a new path
If you can't hack it, better find a new class
Triple Akon gotta find a new pass
Drive me not to do when im buying new cars

All i really want is money in my pocket
Cash in my hand yo
Skrilla in my Wallet
All i really want is money in my pocket
Cash in my hand ye
Skrilla in my wallet

if john gets one he puts away half
So when i get one im gunna put away half
I make money slow i make money fast
Then back to the hood so i can have the last laugh
Still laughing cuz i know im not a half
When we release we don't wanna half chart
The IQ is high some of them are half smart
But i do it like Ronson hard days craft

All i really want is money in my pocket
Cash in my hand yo
Skrilla in my Wallet
All i really want is money in my pocket
Cash in my hand ye
Skrilla in my wallet (ye ye ye)
Skrilla in my wallet (ye ye ye)
Skrilla in my wallet (ye ye ye)

All i want is that cheese im tryna get that cheddar
Cuz money make the world go round
All i need is that bread with a little bit of a butter
Cuz i really need those pounds
So i counted it once and i put some in my poclet
And counted it twice then i make sure not to drop it
I got a london attitude don't care
I don't hear in my head by so many years in faamily crying out so many tears no way im gunna be broke yeah
Got money for the next year next year next year next year and the year after
Rides a marter like Shaun Carter and the Wayne Carter
But next year im gunna step up a gear and go harder
You know me im a master i cause disaster, i cause disaster
Anywhere on earth find money like anywhere i surf
Plus anywhere i lurk the ropes have earnt the right to choose any stage anywhere i murk anywhere i am alert
Wanna make a decision, like being back in school doing revision.

All i really want is money in my pocket
Cash in my hand yo
Skrilla in my Wallet
All i really want is money in my pocket
Cash in my hand ye
Skrilla in my wallet"
1954,1873.0,Wiley,Wearing My Rolex,"What would we do
Usually drink, usually dance, usually bubble
All I want to do is tell you I love you
That's when I start promising the world to
A brand new girl I don't even know yet
Next thing she's wearing my Rolex !

What would we do
Usually drink, usually dance, usually bubble
Usually drink, usually dance, usually bubble
What would we do
Usually drink, usually dance, usually bubble
All I want to do is tell you I love you

All I want to do is tell you I love you
That's when I start promising the world to
A brand new girl I don't even know yet
Next thing she's wearing my Rolex !
Too much champs, don't know where my phone is
Here's my number, she already knows it
This chapter's a lot, better close it
Just a look in her eye was so evil
Wiley's a party guy and she knows it

What would we do
Usually drink, usually dance, usually bubble
All I want to do is tell you I love you
That's when I start promising the world to
A brand new girl I don't even know yet
Next thing she's wearing my Rolex !

What would we do
Usually drink, usually dance, usually bubble
All I want to do is tell you I love you
That's when I start promising the world to
A brand new girl I don't even know yet
Next thing she's wearing my Rolex !

What would we do
Usually drink, usually dance, usually bubble
Usually drink, usually dance, usually bubble
What would we do
Usually drink, usually dance, usually bubble
All I want to do is tell you I love you

All I want to do is tell you I love you
That's when I start promising the world to
A brand new girl I don't even know yet
Next thing she's wearing my Rolex !
Too much champs, don't know where my phone is
Here's my number, she already knows it
This chapter's a lot, better close it
Just a look in her eye was so evil
Wiley's a party guy and she knows it

What would we do
Usually drink, usually dance, usually bubble
All I want to do is tell you I love you
That's when I start promising the world to
A brand new girl I don't even know yet
Next thing she's wearing my Rolex !"
1955,1653.0,Will Smith,Switch,"Yo mic check, mic check, yeah here you go
Nah, he over here
Yeah, I heard he got that hot new thing
It's called &amp;quot;Switch&amp;quot; (switch)
Let's get it going

[chorus]
Hey switch, turn it over and hit it
Turn around now, switch
Turn it over and hit it,

Hey, vibe to vibe a second, it's a club girl why you arrived neckin
Hear that, how the veteran glide the record
But don't download, go out and buy the record
Hey, something sexy 'bout her
Girl on the floor, all her friends around her
I mean real clean, ain't gotta touch or nuttin'
It ain't like I like a chick on chick or suttin'
I'm just a sucker for a hot track
Gimme a drink and a chick to tell 'Stop that'
Dance is a hop and a clap, flip it round
Now bring it on back, break it down
Now switch

[chorus (2x)]ooh la la la

Uh uh uh
I gotta question, I need to ask somebody
Why is it that when y'all see me at the party
Y'all be looking like, &amp;quot;Ooh, he a movie star
He ain't supposed to be out on the floor with everybody&amp;quot;
But oh wait, whoa, y'all forgetting
When I was, amateur spitting before the scripts were written
First one in, last one out the club
Bursting in, passing out in the club
Back at it, this cat is the wit and the charm
Taking you higher, like a syringe hittin' ya arm
Bringing the fire, making your Benz ring the alarm
Let me see you clap, spin baby, come on
Switch

[chorus (2x)]ooh la la la

Oh, you just gonna stand there, huh
What you too cute to dance, or you scared

It ain't really that hard to do and
I ain't trying to be in love with you and
All I wanted was a moment or two to
See if you could do that switch-a-roo and
Shut your mouth fool, get your crew and
The thick body and the rear one too and
I'll be right hear waiting on you to
See if y'all can do that switch-a-roo

Hey, hey

That's what I'm talking bout, do that thing mama
That's what I'm talking bout, do that thing mama
That's what I'm talking bout, do that thing mama
That's what I'm talking bout, switch
heyheyhey
(chorus till end)"
1956,939.0,Will Young,Leave Right Now,"Im here
Just like I said
Though its breaking every rule I've ever made
My racin' heart
Is just the same
Why make it strong to break it once again?

And I'd love to say I do
Give everything to you
But I can never now be true
So I say

I think I'd better leave right now
Before I fall any deeper
I think I'd better leave ri-ight no-oow
Feelin' weaker and weaker
Somebody better show me how
Before I fall any deeper
I think I'd better leave right now

I'm here
So please explain
Why you're openin' up a healin' wound aga-ain
I'm a little more careful
Perhaps it shows
But if I lose the highs, at least I'm spared the lows

Now I tremble in your ar-arms
What could be the ha-arm
To feel my spirit calm
So I say

I think I'd better leave right now
Before I fall any deeper
I think I'd better leave ri-ight no-oow
I'm feelin' weaker and weaker
Somebody better show me how
Before I fall any deeper
I think I'd better leave right now

I wouldn't know ho-oow to say
How good it feels seeing you today
I see you've got your smile back
Now you say your right on track

But you may never know why
Once bitten twice is shy
If I'm proud perhaps I should explain
I couldn't bear to lose you again

Mmm mmm mmm

I think I'd better leave right now
Before I fall any deeper
I think I'd better leave ri-ight no-oow
Feelin' weaker and weaker
Somebody better show me how
Before I fall any deeper
I think I'd better leave right no-ow
Yes I will

I think I'd better leave right now
I'm feelin' weaker and weaker
Somebody better show me how
Before I fall any deeper
I think I'd better leave right now"
1957,940.0,Will Young,Leave Right Now,"Im here
Just like I said
Though its breaking every rule I've ever made
My racin' heart
Is just the same
Why make it strong to break it once again?

And I'd love to say I do
Give everything to you
But I can never now be true
So I say

I think I'd better leave right now
Before I fall any deeper
I think I'd better leave ri-ight no-oow
Feelin' weaker and weaker
Somebody better show me how
Before I fall any deeper
I think I'd better leave right now

I'm here
So please explain
Why you're openin' up a healin' wound aga-ain
I'm a little more careful
Perhaps it shows
But if I lose the highs, at least I'm spared the lows

Now I tremble in your ar-arms
What could be the ha-arm
To feel my spirit calm
So I say

I think I'd better leave right now
Before I fall any deeper
I think I'd better leave ri-ight no-oow
I'm feelin' weaker and weaker
Somebody better show me how
Before I fall any deeper
I think I'd better leave right now

I wouldn't know ho-oow to say
How good it feels seeing you today
I see you've got your smile back
Now you say your right on track

But you may never know why
Once bitten twice is shy
If I'm proud perhaps I should explain
I couldn't bear to lose you again

Mmm mmm mmm

I think I'd better leave right now
Before I fall any deeper
I think I'd better leave ri-ight no-oow
Feelin' weaker and weaker
Somebody better show me how
Before I fall any deeper
I think I'd better leave right no-ow
Yes I will

I think I'd better leave right now
I'm feelin' weaker and weaker
Somebody better show me how
Before I fall any deeper
I think I'd better leave right now"
1958,2.0,will.i.am,#thatPOWER,
1959,661.0,will.i.am,Heartbreaker,
1960,1454.0,Cunnie Williams,Shout Out,
1961,1751.0,Robbie Williams,Let Love Be Your Energy,"Out of a million seeds
Only the strongest one breathes
You made a miracle mother
I'll make a man out of me

Daddy where's the sun gone from the sky?
What did we do wrong, why did it die?
And all the grown ups say 'sorry kids we got no reply'

If you're willing to change the world
Let love be your energy
I've got more than I need
When your love shines down on me

Every tear that you cry
Will be replaced when you die
Why don't you love your brother?
Are you out of your mind?

Daddy where's the sun gone from the sky?
What did we do wrong, why did it die?
And if you've got no love for me then I'll say goodbye

If you're willing to change the world
Let love be your energy
I've got more than I need
When your love shines down on me

If you're willing to change the world
Let love be your energy
I can't contain how I feel
When your love shines down on me

Well if you want it come and make a stance
So when it's in your hands
People show me love
Well if you want it come and make a stance
So when it's in your hands
People show me love

If you're willing to change the world
Let love be your energy
I got more than I need
When your love shines down on me

If you're willing to change the world
Let love be your energy
I can't contain how I feel
When your love shines down on me"
1962,1839.0,Weeping Willows,Waiting for My Tears to Dry,
1963,189.0,Wiz Khalifa,Black and Yellow,
1964,1412.0,Wiz Khalifa,Roll Up,
1965,1459.0,Wiz Khalifa,Head to the Sky (feat. Kev Da Hustla & S. Money),"""Head To The Sky""
(feat. Kev Tha Hustla)

[Intro: Wiz Khalifa]
I represent rostrum records
I represent heavy hustle records,
I represent G.O.V
I represent pittsburgh man! Its a whole movement
It's alot of niggas out here grinding, we all doing are thing so we have to support ourselves and come together
Shoutout to ID Labs, Shoutout to ID management
We gonna do this shit like a fucking prince of the city

[Hook x2:]
I got my ear to the streets, head to the sky
Niggas wanna hate and I don't understand why
I'm just tryna get money, Money!
And have the whole world remember me
So touch mine and become a memory

[Verse 1: Chevy Woods]
They ain't heard about me, although they got to be dead
With no soul in they body cause this how I lives
We middle finger cops like who y'all rolling on
Straight conversation I ain't with that holding on
You see me ho, I'm gone yeah that's that ray I roll
And ten patron shots, I'm way outta control
Just like a bad defender I'm way out of my zone
And this is what I tell 'em
Ugh, like what the fuck you yelling 'bout
This music shit will be the only time I'm selling out
No I can't sell you shit, your phone bling crazy
I keep them magnums I ain't trying to hear ""that's Kev's baby""
I'm on my griz a couple shooter kids
I guarantee you hear some shots
U fuck would knock there I ain't knocking shit
U hear me knocking, cops coming nigga let me in!

[Hook]

[Verse 2: Wiz Khalifa]
Yeah! You see I'm fly like a bitch drunk like a mothafucka
High as a kite bout to roll me up another one
Bought a couple stacks So team came to blow something shorty why u shaking like that go and show something
Young but I'm stuntin know I stay bossed up ho I got game fuck around and get crossed up
She ain't believe me so I did her like hot sauce left her in the wind and her friend got knocked off
A lot of niggas gettin mad cause I'm out here making large amounts of paper but it ain't gonna stop
I'm either on the road makin money or the lab with Kev Tha Hustla, sledgren, lonnie or my nigga young knock
Getting stupid cash call this a dumb knock, I'm living that life little nigga your not
Instead of worrying about me could be getting more gwap, bitch I got mines, u should get yours, you dug

[Hook]

[Verse 3: S. Money]
Keep my ears to the streets, head to the sky, niggas keep hating and they must wanna die
Mad cause I get it and they hate that I'm fly my shoes say Gucci ride 745
I'm all about the money, u can see it in my eyes I'mma always keep it real I ain't mever told a lie
Your boy speak the truth everytime I spit a rhyme
My finger on the trigger keep the paper on my mind
PGH where I'm from niggas stay on the grind
My city ain't safe niggas stay clappin iron
412 we on the map now baby and money off music spitting raps all crazy
Still rolling blunts yes I stay hazy
Your dude 8 sticks now my eyes all lazy
I was real nigga so how could ya hate me
King of the pitt so why try to play me


"
1966,1956.0,Wiz Khalifa,"Work Hard, Play Hard",
1967,1650.0,Wyclef Jean,"Another One Bites the Dust (feat. Pras Michel, Free, Queen)","[Freddy Mercury]:
Are you ready?! 
Hey! 
Are you ready for this?! 
Are you hangin' on the edge of your seat?! 

[Wyclef]: 
I need a break beat! 

[Freddy Mercury]: 
Are you ready?! 
Hey! 
Are you ready for this?! 
Are you hangin' on the edge of your seat?! 

[Wyclef]: 
I need a break beat! 

[Freddy Mercury]: 
Are you ready?! 
Hey! 
Are you ready for this?! 
Are you hangin' on the edge of your seat?! 

[Wyclef]: 
I need a break beat! 

[Freddy Mercury]: 
Outta the doorway, the bullets rip!!! 
Repeat to the sound of the beat! HEY!!! 

(Chorus [Wyclef & Freddy Mercury in parentheses]): 
Yo...a-for the kids in the club that's ready to get bugged! 
(Another One Bites The Dust!) 
A-for the thugs with the burners, that wanna blast off! 
(Another One Bites The Dust!) 
And for the kids on the blocks, shootin' at the crooked cops, BLAOW!! 
(Another One Bites The Dust!) 
(And another one down, and another one down 
Another One Bites The Dust, Hey!) 
Wyclef, Dirty Cash, Young Free...Freddy, where you at? 

((?) Drug Dealers (?) down the street, with the brim pulled way down low!) 


Some cat up in Brooklyn just got robbed with a Kangol! (In tune with F. 
Mercury) 
(Are you ready?! 
Hey! 
Are you ready for this?! 
Are you hangin' on the edge of your seat?! 
Out of the doorway, the bullets rip!!! 
Repeat to the sound of the beat! HEY!!! 
My man got shot, and the block got hot! 
(Another One Bites The Dust!) 
Yo, hey yo I hear more shots, it's like Fort Knox kid! 
(Another One Bites The Dust!) 
Yo, Hold your breath...Hold your breath...Hold your breath...Yo, CHECK IT!!! 
(And another one down, and another down, Another One Bites The Dust!) 

[Wyclef]: 
If you're a soldier at ease 
My military style is known to murder Nazi's, Brooklyn to Germany (Come on) 
My kamikaze will blow the U2, they hire Idi Amin in Timbuktu 
Whether you indo, or do the Voodoo 
You can't foresee this unless I bring the previews, HEY!!! HEY!!! 
Yo, it's the number one rappin' band! (Come on, come on) 
Yo...This review, will be critically acclaimed 
Leave you in critical pain, clinically insane 
The name Wyclef Jean, with a yes, yes y'all! 
Better have a vest y'all! I'll blast, and bless y'all! 
""F""- y'all, the mark of the beast, the triple six 
Time running out, listen to the tick! 
If you see what I saw, then you seen what I seen, If you know what I know, 
You know what I mean! 
Commanding officer of the Navy SEAL team 
Once I give the orders, you feel the infrared beam....BLAOW!!! 

(Chorus [Wyclef]): 
For all you critics, sayin' ""another remake!"" 
(Another One Bites The Dust!) 
Yo, If you know the deal, this is the master real, kid! Ha Ha! 
(Another One Bites The Dust!) 
Right! Right! Freddy Mercury, where you at yo?! 
(And another one down, and another one down, Another One Bites The Dust!) 
(HOW DO YOU THINK I'M GONNA GET ALONG, WITHOUT YOU WHEN YOU'RE GONE!!!) 
I need a break beat! 

Yo if you're ready for the first of the month, for that welfare check, come 
on! 
(GET ME OUTTA MY HOME!!!) I need a break beat! 

(ARE YOU HAPPY?!! ARE YOU SATISFIED?!!! HOW LONG CAN YOU STAND THE 
HEAT!!!??) I need a break beat! 

(OUTTA THE DOORWAY, THE BULLETS RIPPA!!! TO THE SOUND OF THE BEAT!) 

Yo! Bulletproof vests, like the wild wild west 
(Another One Bites The Dust!) 

Yo! This is a stickup, now take off your Rolex! 
(Another One Bites The Dust!) 

Yo! Dirty money, good money, yo it's all money-money! 
(Another One Bites The Dust!) 

Yo! Dirty Cash! Dirty Cash! The adventures of Dirty Cash! 
(And another one down, and another one down, Another One Bites The Dust!) 

[Prakazrel]: 
Yo, for the love for the cash I'll blast you in my path!!! 
Keep my eyes on the math, you cats don't know the half! 
As far as I'm concerned, you cats can burn in flames 
This ain't no game!!! I'm-a start callin' names! 
So come get me, if you know the one-fifty 
A million Refugees ready to bust wit' me! 
Bloody, filthy, in this rap shhh---! 
You gonna have to kill me, since you can't beat me!!! 
Pras! Dirty! Cash! You're the greedy! 
Believe me! God'll let me fly, like R. Kelly! 
Bite another dust with my man Freddy Mercury! 
What height nineties got ya cash, wannabe CRAZY!!! 

[Free]: 
Practically, I tactically destroy 
Deploy more decoys than a presidential convoy 
My whole envoy stay camouflaged out 
And when I walk the street, I take the Refugee route 
This one go out to all my thugs in the borough 
So just stay thorough, like Kilamanjaro 
Split it with an arrow, my girl platoon roll 
Outta control, the female mandingos! 
Free! I evolve from the egg of a seminarian 
Don't go down, 'cause I'm a vegetarian! 
And when I bust, it ain't in God we trust 
and if you bring a gun, you better bring a black tusk! 

(Chorus [Wyclef]): 
She looked into my eyes and said F-B-I!!! 
(Another One Bites The Dust!) 
She said she loved me, she was a spy who lied!!! 
(Another One Bites The Dust!) Right! 
I could relate...could you relate? 
(Another One Bites The Dust!) 

Jerry ""Wonder"", The Product (Male singer from The Product, keys a vocal note) 
{Don't you know we coming for yo?!} Yo, Canibus, John Forte', (Another One 
Bites The Dust!) 
Yo, Dirty Cash, and baby Free! (Another One Bites The Dust!) 
Wyclef Jean, Freddy Mercury! Ha-ha! I'm out baby! 
(And another one down, and another one down, another one bites the dust!) 

N A V Y S E A L S!!!!!!!! 

(Another One Bites The Dust!) 

(Another One Bites The Dust!) 

(Another One Bites The Dust!)"
1968,1375.0,X Ambassadors,Renegades,
1969,1376.0,X Ambassadors,Renegades,
1970,299.0,XXXTENTACION,changes,
1971,886.0,XXXTENTACION,Jocelyn Flores,
1972,1115.0,XXXTENTACION,Moonlight,
1973,1432.0,XXXTENTACION,SAD!,
1974,912.0,10 Years,Paralyzing Kings,"The death of a king,
Alluring lassos slide on so smooth
Tissue made of razors,
Dragging across you.

The flushing of eyes,
Couldn't cleanse your abrasions,
Deep inside consumed with guilt,
I'm clothed in a bed of blankouts,
Dream suspicious strangers over night.

Righteous pharisees befriending,
Silent movements mar reinjuring God,
The taste of absent minded actions outweigh forgiveness.

Briding a widow in spite of her venom,
I've failed to mention your soul,
Three becoming two.

Such a left in criminal,
Only the mind of the temptress knows,
Actions are my remorse for amnesia.

Righteous pharisees befriending,
Silent movements mar reinjuring God,
The taste of absent minded actions outweigh forgiveness.

So close to healing the weak,
Turning into the enemy,
Paralyzing kings.

We are so self,
Righteous pharisees befriending,
Silent movements mar reinjuring God,
The taste of absent minded actions outweigh forgiveness."
1975,1495.0,Years & Years,Shine,
1976,180.0,YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",
1977,1435.0,Ying Yang Twins,Salt Shaker (feat. Lil Jon & The East Side Boyz),"Hahnnnnnnnnn (7x)

Ooooo...Shawty crunk on the floor wide open
Skeet so much they call her billy ocean
Row, like a 18-wheeler
That hoe fine, but this hoe a killa'
She's naked , she soakin' wet
She's naked , soakin' wet

Shake it like a salt shaker!
Shake it like a salt shaker!
Shake it like a salt shaker!
Shake it like a salt shaker!

P-poppin 'till u perculate
First booty on duty no time to wait
Make it work with your wet t-shirt
Bitch you gotta shake it
Till your camel start to hurt

Say the heels on your feet
With the strap around your ankles
Jangle, Jangle, Jangle
Call that bitch Bo'Jangles
Juicy like fruit or douche like coupe deville
Used to get loose on the goose for real

Five dollars get your ass a table dance
If you got ten, then bring a friend
Hoe shake your ass to the song then
If you ain't with it well go on then
We ain't no boys we grown men
If you ain't gon' dance well don't then
Why you wanna waste a nigga song then
See your ass down doing nothing

Ooooo...Shawty crunk on the floor wide open
Skeet so much they call her billy ocean
Row, like a 18-wheeler
That hoe fine, but this hoe a killa'
She's naked , she soakin' wet
She's naked , soakin' wet

Just shake it like a salt shaker!
Shake it like a salt shaker!
Just shake it like a salt shaker!
Shake it like a salt shaker!

Face the wall shawty, put your hands on it
Bounce that ass up and down, make a nigga want it
Face the wall shawty, put your hands on it
Bounce that ass up and down, make a nigga want it

Roll that ass 'round and 'round like a mothafuckin' wheel
Shake that shit, this ain't no mothafuckin' drill
Roll that ass 'round and 'round like a mothafuckin' wheel
Shake that shit, this ain't no mothafuckin' drill

Get crunk with it! Get loose with it!
Like $hort said, let Bruce Bruce hit it!
Get crunk with it! Get loose with it!
Like $hort said, let Bruce Bruce hit it!

Now, shake that ass real fast then stop! (Awww shitttt)
Shake that ass real fast then stop! (Awww shitttt)
Shake that ass real fast then drop! (Awww shitttt)
Shake that ass real fast then drop!

Ooooo...Shawty crunk on the floor wide open
Skeet so much they call her billy ocean
Row, like a 18-wheeler
That hoe fine, but this hoe a killa'
She's naked , she soakin' wet
She's naked , soakin' wet

Shake it like a salt shaker! (4x)

Shake it like a dollar, a five or ten
But what would you do for a twenty-twen
Get on the stage shake that ass then
Get on the pole and do a back bend
I like that do it again
Here's another ten bitch do it again
Work it like a game that you playin' to win
Make that pussy fart for the ying yang twins

Sixteen bitches with thongs in one club
The home of the 5th rated bones and big butts
Nice big pussys splittin' all over the floor
Hornafied, can't deny, certified pro
On a pole upside down (this shit for real)
Did the sixty-nine plenty of times to pay her bill
Brawd say she a clerk by night she turn stripper
You don't wanna date her you tryin' so you can tip her

Ooooo...Shawty crunk on the floor wide open
Skeet so much they call her billy ocean
Row, like a 18-wheeler
That hoe fine, but this hoe a killa',
She's naked , she's soakin' wet,
She's naked , soakin' wet

Shake it like a salt shaker! (4x)

Ooooooooooohhhh!"
1978,1838.0,Aphex Twin,Girl/Boy Song,
1979,1698.0,Ylvis,The Fox (What Does the Fox Say?),
1980,1360.0,Ne-Yo,Stay (feat. Peedi Peedi),"[Peedi]
que linda ma, que linda ma, tu que linda ma, que linda ma, que linda ma
Let's go!

[Ne-Yo]
The room is spinnin'
And I can't breathe
And ooh my head is just achin'
Hands won't stop sweatin'
And my knees girl they just wont stop shakin'
My stomach is turnin' flips
And I feel sick
Yea see (yeah)
And this is all just at the thought of you leavin' me

[Hook]
(baby I'm a fool)
Am I stupid?
(baby I'm a fiend)
Addicted to it
(baby I don't know)
But your my get right when it's rong
(baby it's your smile)
Makes me happy
(baby it's your touch)
So relaxing
(whatever it is)
Without it i just can't go on
And I want you to know that

[Chorus]
I just can't help myself
I just can't help myself
I don't need nothin' else
All I need is you
Why don't you just
Stay with me
Why don't you just
Stay with me
Why don't you just
Stay with me
Why don't you just
Stay with me

Never gonna be without cha'
See myself with only you
I finally found my inspiration
Here your voice sing
(baby wooohhoooooo)
Anything I gotcha'
Watcha' want indeed I'll be
Cuz you are my everything
So baby please just
Stay with me

[Hook]
(baby I'm a fool)
Am I stupid?
(baby I'm a fiend)
Addicted to it
(baby I don't know)
But your my get right when it's wrong
(baby it's your smile)
Makes me happy
(baby it's your touch)
So relaxing
(whatever it is)
Without you I just can't go on

[Chorus]
I just can't help myself
I just can't help myself
I don't need nothin' else
All I need is you
Why don't you just
Stay with me
Why don't you just
Stay with me
Why don't you just
Stay with me
Why don't you just
Stay with me

[Peedi]

que linda ma, que linda ma, tu que linda ma, que linda ma, que linda ma, que linda ma, tu que linda ma, que linda ma

Dah dah dah dah dah
NOW
Live from the 215
My babygirl ride right on my left handside
Mercedes rug slide through the palm of a dime
The brother known best
Its the prince
And you my princess
Let's get it on
Mami que-linda
Look at cha' beautiful smile
I don't wanna leave ya
Why don't cha stay for a while
I love to love ya
Like heavy bum-bum-tiddly-dee
Take off ya sneaks
And leme tickle ya feet
Peedi a libra
You think that peedi a freak
Oooh you a leo
I heard they rather unique
Your sucha diva
Your sucha pleasure to meet
Your 1 of ur stature
1 in a million
Nothin' else matters

[Ne-yo]
I love to turn you on
Your like my favorite song
Without you would be wrong
(would be wrong)
Forever and always
Did you know what you do for me?
Love you you're my melody
Wearin' my heart on my sleeve
(music)
You're all I need

[Chorus:]
I just can't help myself
I just can't help myself
I don't need nothin' else
All I need is you
Why don't you just
Stay with me
Why don't you just
Stay with me
Why don't you just
Stay with me
Why don't you just
Stay with me"
1981,1868.0,LL Cool J,I Can't Live Without My Radio,"[Verse 1]
My radio, believe me, I like it loud
I'm the man with a box that can rock the crowd
Walkin' down the street, to the hardcore beat
While my JVC vibrates the concrete
I'm sorry if you can't understand
But I need a radio inside my hand
Don't mean to offend other citizens
But I kick my volume way past 10
My story is rough, my neighbourhood is tough
But I still sport gold, and I'm out to crush
My name is Cool J, I devastate the show
But I couldn't survive without my radio
Terrorising my neighbours with the heavy bass
I keep the suckas in fear by the look on my face
My radio's bad from the Boulevard
I'm a hip-hop gangster and my name is Todd
Just stimulated by the beat, bust out the rhyme
Get fresh batteries if it won't rewind
Cos I play everyday, even on the subway
I woulda got a summons but I ran away
I'm the leader of the show, keepin' you on the go
But I know I can't live without my radio

[Verse 2]
Suckas on my jock when I walk down the block
I really don't care if you're jealous or not
Cos I make the songs, you sing along
And your radio's def when my record's on
So get off the wall, become involved
All your radio problems have now been solved
My treacherous beats make ya ears respond
And my radio's loud like a fire alarm
The floor vibrates, the walls cave in
The bass makes my eardrums seem thin
Def sounds in my ride, yes the front and back
You would think it was a party, not a Cadillac
Cos I drive up to the ave, with the windows closed
And my bass is so loud, it could rip your clothes
My stereo's thumpin' like a savage beast
The level on my power meter will not decrease
Suckas get mad, cos the girlies scream
And I'm still gettin' paid while you look at me mean
I'm the leader of the show, keepin' you on the go
But I know I can't live without my radio
I'm the leader of the show, keepin' you on the go
And I know I can't live without my radio

[Verse 3]
Don't touch that dial, I'll be upset
Might go into a fit and rip off your neck
Cos the radio's thumpin' when I'm down to play
I'm the royal chief rocker LL Cool J
Let your big butt bounce from right to left
Cos it's a actual fact this jam is def
Most definitely created by me
Goin' down in radio history
I'm good to go on your radio
And I'm cold gettin' paid cos Rick said so
Make the woofers wallop and your tweeters twitch
Some jealous knuckleheads might try to dis
But it's nuthin', ya frontin', ya girl I am stuntin'
And my radio's loud enough to keep you gruntin'
My name is Cool J, I'm from the rock
Circulating through your radio non-stop
I'm lookin' at the wires behind the cassette
And now I'm on the right, standing on the eject
Wearin' light blue Pumas, a whole lotta gold
And jams like these keep me in control
I'm the leader of the show, keepin' you on the go
And I know I can't live without my radio

[Verse 4]
Your energy level starts to increase
As my big beat is slowly released
I'm on the radio and at the jam
LL Cool J is who I am
Imma make ya dance, boogie down and rock
And you'll scratch and shake to my musical plot
And to expand my musical plan
Cut Creator, rock the beat with your hands

That's right, so don't try to front the move
As you become motivated by the funky groove
You can see me and Earl chillin' on the block
With my box cold kickin' with the gangster rock
See people can't stop me, neither can the police
I'm a musical maniac to say the least
For you and your radio I made this for
Cool J's here to devastate once more
Pullin' all the girls, takin' out MCs
If ya try to disrespect me, I just say Please!
Here to command the hip-hop land
Kick it live with a box inside my hand
I'm the leader of the show, keepin' you on the go
But I know I can't live without my radio

Farmers Boulevard, yeah, you know that's where me and E hang out, cool
out, you know what I'm sayin'? That's where the crib's at."
1982,161.0,Young Money,Bedrock (feat. Lloyd),
