,0,1,2,3
85,400.0,Alicia Keys,Mr. Man (feat. Jimmy Cozier),"(Duet with Jimmy Cozier)

Somethin' about the way you smiled at me just drove me wild
Wish I could know if you're alone, don't wanna cramp your style
But I cannot deny the feeling that I feel when I look straight through your eyes
Feel my heart beating fast for her challenge, may you try

I wanna know if you feel the way I do (I do)
I wanna know if there's a chance for me and you (and you)
If there's no way, meet at the bar and you say can't (you can't)
'Cause I don't wanna be, I don't wanna be, I don't wanna be
Unfair to Mr. Man, unfair to Mr.Man
Unfair to Mr.Man, unfair to Mr.Man, unfair

Like the way you've given me attention through the night
Maybe I've had too much for me, my man's right by my side
Every time I catch you watchin' me I feel somethin' down my spine
I play the game, it's just for fun and only for tonight

I wanna know what makes you feel the way you do (you do)
I think you hopin' there's a chance for me and you (and you)
Should I meet you at the bar and say we can't? (we can't)
If there's no way, meet at the bar and you say can't (you can't)
Unfair to Mr. Man, unfair to Mr.Man
Unfair to Mr.Man, unfair to Mr.Man, unfair

I know all you wanna know is answers
'Cause you could gimme what I need
We both know that we're attracted
Should we let our desires lead?

I wanna know if you feel the way I do (I do)
I wanna know if there's a chance for me and you (and you)
If there's no way, meet at the bar and you say can't (you can't)
'Cause I don't wanna be, I don't wanna be, I don't wanna be
Unfair to Mr. Man, unfair to Mr.Man
Unfair to Mr.Man, unfair to Mr.Man, unfair to Mr. Man

I wanna know what makes you feel the way you do (you do)
I think you hopin' there's a chance for me and you (and you)
Should I meet you at the bar and say we can't? (we can't)
If there's no way, meet at the bar and you say can't (you can't)
Unfair to Mr. Man, unfair to Mr.Man
Unfair to Mr.Man, unfair to Mr.Man, unfair to Mr.Man"
86,490.0,Alicia Keys,Slow Down,"Ooo baby
there's somthing that I gotta tell ya
Baby you should know
What's on my mind

Now ooo baby
I'm feelin our situation
It's gettin stronger
How we wanted
But i gotta take my time

(Bridge)
See there so much about you
That I want to explore
Physical attraction
We just can't ignore it
But before we got too far across the line
Gotta really make sure that i'm sure

(Chorus)
Slow down babe
Let take our time
SLow down babe
If you don't mind
Slow down babe
Before we make this move
Slow down babe
baby slow down
(i Think it's really too soon)

Ooo baby
It's like I've known you forever
My medula obligada is electrified
ooo ooo baby
whenever we're alone together
I'm about to explode and it feels so right
but i gotta take my time

Bridge & chorus

See I know what is best
cause I've been there before
gave myself to someone
for all the wrong reasons
But this time around
I don't wanna do that again
I just wanna make this
the way that i've dreamed of
So baby you got ta...

Chorus"
87,906.0,Alicia Keys,Karma,"Oh Oh Oh Oh
Oh Oh Oh
Oh Oh
Oh Oh Oh
Oh Oh
Oh Oh
Oh Oh
Oh Oh Oh Oh
Oh Oh Oh
Oh
Oh Oh Oh

Werent't you the one who said that you don't want me anymore
And how you need your space and give the keys back to your door
And how I cry and try and try to make you stay with me
But still you said the love was gone and that I had to leave

Now you
Talking about a family
Now you
Saying I complete your dream
Now you
Saying I'm your everything
Your confusing me, what your saying to me
Don't play with me, don't play with me cause

What goes around comes around
What goes up most come down
Now who's crying, desiring to come back to me
What goes around comes around
What goes up most come down
Now who's crying, desiring to come back to me

I remember when I was sitting home alone
Waiting for you
To 3 o'clock in the morn'

And when you came home you'd always had some sorry excuse
And explaining to me like I was some kind of a fool
I sacrifice the things I want just to do things for you
But when it's time to do for me
You never come through

Now you
Wanna be a part of me
Now you
Have so much to say to me
Now you
Wanna make time for me
What you doing to me, your confusing me
Don't play with me, don't play with me cause

What goes around comes around
What goes up most come down
Now who's crying, desiring to come back to me
What goes around comes around
What goes up most come down
Now who's crying, desiring to come back to me

I remember when I was sitting home alone
Waiting for you
To 3 o'clock in the morn'
Night after night knowing something's going on
What's that number for b go-a-go-a-gone

Lord knows it wasn't easy believe me
Never thought you'd be the one that would deceive me
And never do what your suppose to do
No need to punch me boo cause I won't play you cause

What goes around comes around
What goes up most come down
Now who's crying, desiring to come back to me

What goes around comes around (yeah)
What goes up most come down
Gotta stop trying to come back to me

What goes around comes around
What goes up most come down
It's called Karma, baby
And it goes around

What goes around comes around
What goes up most come down
Now who's crying, desiring to come back to me"
88,1198.0,Alicia Keys,No One,"I just want you close
Where you can stay forever
You can be sure
That it will only get better

You and me together
Through the days and nights
I don't worry 'cause
Everything's gonna be alright
People keep talking
They can say what they like
But all I know is
Everything's gonna be alright

No one, no one, no one
Can get in the way of what I'm feelin'
No one, no one, no one
Can get in the way of what I feel for you
You, you
Can get in the way of what I feel for you

When the rain is pouring down
And my heart is hurting
You will always be around
This I know for certain

You and me together
Through the days and nights
I don't worry 'cause
Everything's gonna be alright
People keep talking
They can say what they like
But all I know is
Everything's gonna be alright

No one, no one, no one
Can get in the way of what I'm feelin'
No one, no one, no one
Can get in the way of what I feel for you
You, you
Can get in the way of what I feel..

I know some people seach the world
To find something like what we have
I know people will try
Try to divide
Something so real
So 'til the end of time I'm telling you there is no one

No one, no one
Can get in the way of what I'm feelin'
No one, no one, no one
Can get in the way of what I feel for you

Oh oh oh oh oh
Oh oh oh oh oh
Oh oh oh oh oh oh oh oh oh
Oh oh oh oh oh
Oh oh oh oh oh
Oh oh oh oh oh oh oh oh oh"
89,1977.0,Alicia Keys,You Don't Know My Name,"Baby, baby, Baby
From the day I saw you
Really, really wanted to catch your eye
Somethin' special bout' you
I must really like you
'Cause not a lot of guys are worth my time

Oh baby, baby, baby
It's getting kind of crazy
'Cause you are taking over my mind

(Chorus)
And it feels like oooooh
You Don't know my name
I swear, it feels like ooooooh
You Don't know my name
(round and round and round we go,will you ever know)

Oh! Baby, baby, baby
I see us on our first date
Doing everything that makes me smile
When we had our first kiss
It happened on a Thursday
ooh it set my soul on fire
oooh Baby, baby, baby
I can't wait for the first time
My imagination's running wild

(Chorus)
It feels like oooooh
You Don't Know My Name
And I swear it Baby, it feels like ooooooh
You Don't Know My name
(Round and round and round we go, will you ever know)

I'm sayin, he don't even know what he's doin to me
Got me feelin all crazy inside
I'm feelin like, Oh!
Doing nothing I've ever done, for anyone's attention
Take notice of what's in front of me
'Cause did I mention (oh!) You bout' to miss a good thing
And you'll never know how good it feels
To have, all my affection
And you'll never get a chance to experience, my lovin (oh!)
'Cause my lovin feels like

(Chorus)
oooooh
You Don't Know my name
And I swear it feels like
oooooooh
You Don't my name

Will you ever know it?
I'm going to have to go ahead and just call this boy
Hello, can I speak to..to Michael
Oh hey, how ya' doin'?
I feel kinda' silly doin' this, but uh
This is the waitress from the coffee house on 39th and Lennox
(Chuckle) you know the one with the braids?
Yeah
Well I see you on Wednesday's, all the time
You come on every Wednesday on your lunch break I think
You always order the special, with the hot chocolate
Look man I mean, I know girls don't usually do this
But I was wonderin'
if maybe we could get together outside the restaurant one day
You know, 'cause I do look a lot different outside my work clothes
(Chuckle) Wait a minute, my cell phones breakin' up
Can you hear me now?
yeah, so what day did you say?
Oh, Thursday's perfect

(Chorus)
And it feels like oooohhh
You Don't Know My name
And I swear on my mother and father it feels like
oooooooh
oooooooh
oh-oh-oh-oh-oh-oh-oh-oh
Will you ever know?"
90,1529.0,Alien Ant Farm,Smooth Criminal,"As he came into the window
It was the sound of
A crescendo
He came into her apartment
He left the bloodstains on
The carpet
She was sitting at the table
He could see she was unable
So she ran into the bedroom
She was struck down, it was
Her doom

Annie, are you OK
You OK
Are you OK, Annie
Annie, are you OK
You OK
Are you OK, Annie
Annie, are you OK
You OK
Are you OK, Annie
Annie, are you OK
You OK
Are you OK, Annie

Annie are you OK
Will you tell us that you're OK
There's a sign in the window
That he struck you - a crescendo Annie
He came into your apartment
He left the bloodstains on the carpet
Then you ran into the bedroom
You were struck down
It was your doom

Annie are you OK
You OK
Are you OK Annie
Annie are you OK
You OK
Are you OK Annie
Annie are you OK
You OK
Are you OK Annie
You've been hit by
You've been struck by -
A smooth criminal

So they came in through the outway
It was sunday - what a black day
I could feel your salutation
Sounding heartbeats -
Intimidations

Annie, are you OK
You OK
Are you OK, Annie
Annie, are you OK
You OK
Are you OK, Annie
Annie, are you OK
You OK
Are you OK, Annie
Annie, are you OK
You OK
Are you OK, Annie

Annie are you OK
Will you tell us that you're OK
There's a sign in the window
That he struck you - a crescendo Annie
He came into your apartment
He left the bloodstains on the carpet
Then you ran into the bedroom
You were struck down
It was your doom

Annie are you OK
You OK
Are you ok Annie
You've been hit by
You've been struck by -
A smooth criminal

Aawo!

Annie are you OK
(I don't know!)
Will you tell us, that you're OK
(I don't know!)
There's a sign in the window
(I don't know!)
That he struck you - a crescendo Annie
(I don't know!)
He came into your apartment
(I don't know!)
Left the bloodstains on the carpet
(I don't know why baby!)
Then you ran into the bedroom
(I don't know!)
You were struck down
It was your doom

Annie are you OK
You OK
Are you OK Annie
Annie are you OK
You OK
Are you OK Annie
Annie are you OK
You OK
Are you OK Annie
Annie are you OK
You OK
Are you OK Annie"
91,1345.0,All Saints,Pure Shores,"I've crossed deserts for miles
Swam water for time
Searching places to find
A piece of something to call mine (I'm coming, I'm coming)
A piece of something to call mine (I'm coming, coming closer to you)
Ran along many moors
Walked through many doors
The place where I wanna be
Is the place I can call mine (I'm coming, I'm coming)
Is the place I can call mine (I'm coming, Coming closer to you)

I'm moving, I'm coming
Can you hear what I hear
It's calling you my dear
Out of reach (take me to my beach)
I can hear it calling you
I'm coming, not drowning
Swimming closer to you

Oooh

Never been here before
I'm intrigued and I'm sure
I'm searching for more
I've got something that's all mine
I've got something that's all mine
Take me somewhere I can breathe
I've got so much to see
This is where I wanna be
In a place I can call mine
In a place I can call mine

I'm moving, I'm coming
Can you hear what I hear
It's calling you my dear
Out of reach (take me to my beach)
I can hear it calling you
I'm coming, not drowning
Swimming closer to you

Movin'
Comin'
Can you hear what I hear (hear it on the wind)
I hear it calling you
Swimming closer to you

Many faces I have seen
Many places I have been
Walked the deserts, swam the shores (coming closer to you)
Many faces I have known
Many ways in which I've grown
Moving closer on my own (coming closer to you)

I'm movin', I feel it
I'm comin', not drownin'
I'm movin', I feel it
I'm comin', not drownin'

I'm moving, I'm coming
Can you hear what I hear
It's calling you my dear
Out of reach (take me to my beach)
I can hear it calling you
I'm coming, not drowning
Swimming closer to you (take me to my beach)

I'm moving, I'm coming
Can you hear what I hear
It's calling you my dear
Out of reach (take me to my beach)
I can hear it calling you
I'm coming, not drowning
Swimming closer to you (take me to my beach)

I'm moving, I'm coming
Can you hear what I hear
It's calling you my dear
Out of reach (take me to my beach)
I can hear it calling you
I'm coming, not drowning
Swimming closer to you (take me to my beach)"
92,391.0,All Time Low,"Dear Maria, Count Me In","I got your picture, I'm coming with you
Dear Maria, count me in
There's a story at the bottom of this bottle, and I'm the pen

When the lights go off I wanna watch the way you take the stage by storm
The way you wrap those boys around your finger
Go on and play the leader,
Cuz you know it's what you're good at
The low road for the fast track
Make every second last,

Cuz I got your picture, I'm coming with you
Dear Maria, count me in
There's a story at the bottom of this bottle, and I'm the pen
Make it count when I'm the one who's selling you out,
cuz it feels like stealing hearts
calling your name from the crowd

Out in that field you'll be the show girl of the home team
I'll be the narrator telling another tale of the American Dream
I see your name in lights
We can make you a star
girl you'll take the world by storm,
it isn't that hard

Cuz I got your picture, I'm coming with you
Dear Maria, count me in
There's a story at the bottom of this bottle, and I'm the pen
Make it count when I'm the one who's selling you out,
cuz it feels like stealing hearts
calling your name from the crowd
Whoa!
[haha!]

Take a breath,
Dont it sound so easy?
Never had a doubt now I'm going crazy
Watching from the floor
Take a breath,
And let the rest come easy
Never Settle down
Cuz the cash flow leaves me always wanting more

Cuz I got your picture, I'm coming with you
Dear Maria, count me in
There's a story at the bottom of this bottle, and I'm the pen
Make it count when I'm the one who's selling you out,,
cuz it feels like stealing hearts
calling your name from the crowd

Cuz I got your picture, I'm coming with you
Dear Maria, count me in
There's a story at the bottom of this bottle..."
93,777.0,Aloe Blacc,I Need a Dollar,
94,657.0,Alok,Hear Me Now,
95,241.0,alt-J,Breezeblocks,
96,801.0,AlunaGeorge,I'm In Control,
97,92.0,Amanda Perez,Angel,"It's been five months
since you went away
Left without a word,
nothing to say (nothin to say)
When I was the one,
who gave you my heart and soul,
but it wasn't good enough for you
No.. Oh oh oh oh
So I asked God

Chorus:

God send me an Angel
from the Heavens above
Send me an Angel to heal my broken heart,
From being in love,
'cause all I dooo...is cry (is cry)
God send me an Angel
to wipe the tears from my eyes

And I know it might sound crazy,
but after all that I still loved you.
You wanna come back in my life,
but now there's something I have to do.
I have to tell the one that I once adored,
that they can't have my love no more,
My heart can't take no more lies,
and my eyes are all out of cries
soooo......God

repeat chorus

Now you had me on my knees
Begging God please
to send you back to me
I couldn't eat
I couldn't sleep
You even made me feel like I could not breathe
when I...all I wanted to do
was feel your touch
and to give you all of my love
but you took my love for granted
want my lovin now
but you cant have it
Oh God!

repeat chorus

Ohhhh God!

Send me an Angel (send me an angel)
An Angel!
Wipe the tears from my eyes
God send me an Angel from the Heavens above
Sent me an Angel (to heal my broken heart)
God send me an Angel
from being in love
send me (an Angel)
ohh God!
send me an Angel
send me (an Angel)
(an Angel)"
98,7.0,Amerie,1 Thing,"[Intro:]
na,na,na,na,na, oh
na,na,na,na,na, oh
na,na,na,na,na, oh
na,na,na,na,na, oh

[Verse One:]
Oh, been trying to let it go
Trying to keep my eyes closed
Trying to keep it just like before
The times we never even thought to speak
Don't wanna tell you what it is
Oh wee it felt so serious
Got me thinking just too much
I wanna set it off, but

[Chorus:]
It's this 1 thing that's got me trippin
It's this 1 thing that's got me trippin (you did)
This 1 thing my soul may be feeling
It's this 1 thing you did oh oh
It's this 1 thing that caught me slippin
It's this 1 thing I want to admit it
This 1 thing and I was so with it
It's this 1 thing you did oh oh

[Verse Two:]
Hey, we don't know each other well
So what? I keep thinking to myself
Memories just keep ringing bells
Oh oh, Oh oh, Oh
Hear voices I don't want to understand
My car keys are jingling in my hand
My high heels a clicking towards your door
Oh oh, Oh oh, Oh

[Chorus:]
It's this 1 thing that's got me trippin
It's this 1 thing that's got me trippin (you did)
This 1 thing my soul may be feeling
It's this 1 thing you did oh oh
It's this 1 thing that's caught me slippin
It's this 1 thing I want to admit it
This 1 thing and I was so with it
It's this 1 thing you did oh oh

[Bridge:]
Maybe I just can't believe it


It's this one thing you did oh oh
I can deny and try ,try and do it long enough just to keep from seein'
I'm hoping you can keep a secret
For me
But what you did, yeah

[Chorus:]
It's this 1 thing that's got me trippin
It's this 1 thing that's got me trippin (you did)
This 1 thing my soul may be feeling
It's this 1 thing you did oh oh
It's this 1 thing that's caught me slippin
It's this 1 thing I want to admit it
This 1 thing and I was so with it
It's this 1 thing you did oh oh

Oh oh oh [4 times]

Knock, knock, knock, oh
Oh
Knock, knock, knock, oh
Knock, knock, knock, oh
Knock, knock, knock, oh
Knock, knock, knock

[Chorus:]
It's this 1 thing that's got me trippin
It's this 1 thing that's got me trippin (you did)
This 1 thing my soul may be feeling
It's this 1 thing you did oh oh
It's this 1 thing that's caught me slippin
It's this 1 thing I want to admit it
This 1 thing and I was so with it
It's this 1 thing you did oh oh

[Chorus:]
It's this 1 thing that's got me trippin
It's this 1 thing that's got me trippin (you did)
This 1 thing my soul may be feeling
It's this 1 thing you did oh oh
It's this 1 thing that's caught me slippin
It's this 1 thing I want to admit it
This 1 thing and I was so with it
It's this 1 thing you did oh oh

Oh oh, Oh oh [until fade out]"
99,119.0,Amy Winehouse,Back to Black,"He left no time to regret
Kept his dick wet
With his same old safe bet
Me and my head high
And my tears dry
Get on without my guy
You went back to what you knew
So far removed from all that we went through
And I tread a troubled track
My odds are stacked
I'll go back to black

We only said good-bye with words
I died a hundred times
You go back to her
And I go back to

I go back to earth
I love you much
It's not enough
You love blow and I love puff
And life is like a pipe
And I'm a tiny penny rolling up the walls inside

We only said good-bye with words
I died a hundred times
You go back to her
And I go back to

We only said good-bye with words
I died a hundred times
You go back to her
And I go back to

Black, black, black, black, black, black, black
I go back to
I go back to

We only said good-bye with words
I died a hundred times
You go back to her
And I go back to

We only said good-bye with words
I died a hundred times
You go back to her
And I go back to black"
100,1371.0,Amy Winehouse,Rehab,"They tried to make me go to rehab but I said no, no, no
Yes I been black but when I come back you'll know, know, know
I ain’t got the time
And if my daddy thinks I’m fine
Just tried to make me go to rehab but I won’t go, go, go

I’d rather be at home with Ray
I ain’t got seventy days
'Cause there’s nothing, nothing you can teach me
That I can’t learn from Mr. Hathaway

I didn’t get a lot in class
But I know it don’t come in a shot glass

They tried to make me go to rehab but I said no, no, no
Yes I been black but when I come back you'll know, know know
I ain’t got the time
And if my daddy thinks I’m fine
Just tried to make me go to rehab but I won’t go, go, go

The man said why you think you here?
I said I got no idea
I’m gonna, I'm gonna lose my baby
So I always keep a bottle near
He said I just think you’re depressed
This me, yeah baby, and the rest

They tried to make me go to rehab but I said no, no, no
Yes I been black but when I come back you'll know, know know

I don’t ever want to drink again
I just, ooh I just need a friend
I’m not gonna spend ten weeks
And have everyone think I'm on the mend

And it’s not just my pride
It’s just 'til these tears have dried

They tried to make me go to rehab but I said no, no, no
Yes I been black but when I come back you'll know, know know
I ain’t got the time
And if my daddy thinks I’m fine
Just tried to make me go to rehab but I won’t go, go, go"
101,1982.0,Amy Winehouse,You Know I'm No Good,"Meet you downstairs in the bar and heard
Your rolled up sleeves and your skull t-shirt
You say, ""What did you do it with him today?""
And sniff me out like I was Tanqueray

Cause you're my fella, my guy
Hand me your Stella and fly
By the time I'm out the door
You tear me down like Roger Moore

I cheated myself
Like I knew I would
I told you, I was trouble
You know that I'm no good

Upstairs in bed with my ex boy, He’s in the place but I can't get joy
Thinking of you in the final throes, This is when my buzzer goes
Run out to meet you, chips and Pita; You say ""When we're married"" cause you're not bitter
There'll be none of him no more, I cried for you on the kitchen floor

[Chorus]

Sweet reunion, Jamaica and Spain; We're like how we were again
I'm in the tub, You on the seat; Lick your lips as I soak my feet
Then you notice little carpet burn, My stomach drops and my guts churn
You shrug and it's the worst to truly stuck the knife in first

I cheated myself like I knew I would
I told you I was trouble, you know that I'm no good
I cheated myself, like I knew I would
I told you I was trouble, yeah, You know that I'm no good"
102,807.0,Anastacia,I'm Outta Love,"Oooooooha, oh woah
Yeah yeah yeah yeah
Oh yeah, aha

Now baby come on,
Don't claim that love you never let me feel
I should have known
'Cause you've brought nothing real
Come on be a man about it
You won't die
I ain't got no more tears to cry
And I can't take this no more
You know I gotta let it go
And you know

I'm outta love
Set me free
And let me out this misery
Just show me the way to get my life again
'Cause you can't handle me
(Said) I'm outta love
Can't you see
Baby that you gotta set me free
I'm outta love

Yeah

Said how many times,
Have I tried to turn this love around?
But every time
you just let me down
Come on be a man about it,
you'll survive
True that you can work it out all right
Tell me, yesterday
Did you know?
I'd be the one to let you go?
And you know

I'm outta love
Set me free
(Set me free, yeah)
And let me out this misery
(Oh let me out this misery)
show me the way to live my life again
You can't handle me
(Said) I'm outta love
(I'm outta love) Can't you see
Baby that you gotta set me free
I'm outta...

Let me get over you
The way you've gotten over me too, yeah
Seems like my time has come
And now I'm moving on
I'll be stronger

I'm outta love
Set me free (Set me free)
And let me out this misery
(Let me out this misery, yeah)
Just show me the way to live my life again
(My life again)
You can't handle me (No no, no no)
(Said) I'm outta love (I'm outta love)
Set me free (Set me free)
And let me out this misery
(Yeah, yeah, yeah, yeah)
Show me the way to get my life again
You can't handle me
(I said) I'm outta love
Can't you see (Can't you see)
Baby that you gotta set me free
I'm outta love
Yeah yeah yeah yeah

I'm outta love
Set me free (No no no no no no)
And let me out this misery
Just show me the way to get my life again
You can't handle me
(No no nobody)
(I said) I'm outta love
(Oh yeah, oh yeah)
Set me free
And let me out this misery"
103,941.0,Anastacia,Left Outside Alone,"All my life i've been waiting
for you to bring a fairytale my way
Been living in a fantasy without meaning
It's not ok, i dont feel safe

I dont feel safe (oooh)

Left Broken, empty and in despair
Wanna breathe, can't find air
Thought you were sent from up above
But you and me never had love
so much more i have to say
help me find a way

And i wonder if you know
how it really feels,
to be left outside alone
when it's cold out here
Well maybe you should know
just how it feels
to be left outside alone
to be left outside alone

I tell you,

All my life i've been waiting
for you to bring a fairytale my way
Been living in a fantasy without meaning
It's not ok, i dont feel safe

I need to pray..

Why do you play me like a game?
Always someone else to blame
careless, helpless little man
someday i might understand
Theres not much more to say
but i hope you find a way

Still i wonder if you know, how it really feels
to be left outside alone, when its cold out here
well maybe you should know, just how it feels,
to be left outside alone
to be left outside alone

I tell you,

All my life i've been waiting
for you to bring a fairytale my way
Been living in a fantasy without meaning
It's not ok, i dont feel safe

I need to pray..
Ooh Pray
Heavenly father (oooh)
(Please)Heavenly father (Save me) Oh save me
Oooooh..

And I Wonder If you know
How it really feels
To be left outside alone
when its cold out here
Well maybe you should know
just how it feels
to be left outside alone
to be left outside alone

All my life i've been waiting
for you to bring a fairytale my way
Been living in a fantasy without meaning
It's not ok, i dont feel safe

I Need to Pray...."
104,1505.0,Anastacia,Sick And Tired,"My Love is on the line, my love is on the line
My Love is on the line, my love is on the line
2x[Dil La Liya Be-parvah dey naal]
My Love is on the line, my love is on the line

A little late for all the things you didn't say
I'm not sad for you
But I'm sad for all the time I had to waste
'Cause I learned the truth
Your heart is in a place I no longer want to be
I knew there'd come a day I'd set you free 'cause
I'm sick and tired of always being sick and tired

2x[Dil La Liya Be-parvah dey naal]

Your love is unfair
You live in a world where you didn't listen
And you didn't care
So I'm floating, I'm floating on air
4x[Dil La Liya Be-parvah dey naal]
(I am on air)

No warning of such a sad song
Of broken hearts
My dreams of fairy tales and fantasies
were torn apart ohhh
I lost my peace of mind somewhere along the way
I knew there'd come a time you'd hear me say
I'm sick and tired of always being sick and tired

2x[Dil La Liya Be-parvah dey naal]

Your love is unfair
You live in a world where you didn't listen
And you didn't care
So I'm floating, I'm floating on air

My Love is on the line, my love is on the line
My Love is on the line, my love is on the line

2x[Dil La Liya Be-parvah dey naal]

My Love is on the line, my love...

Your love is unfair
You live in a world where you didn't listen
And you didn't care
So I'm floating, I'm floating on air

Your love isn't fair
You live in a world where you didn't listen
And you didn't care
So I'm floating, I'm floating on air"
105,816.0,Angie Martinez,If I Could Go,"[Lil' Mo] Yeaaaaaaaaaaayyyyy!!!
[Angie M] Oh yeah yeah
[Lil' Mo] Yeaaaaaaaaaaayyyy!!!
[Angie M] Uh, woo! come on, uh
[Lil' Mo] If I can go, with you
[Angie M] Yo, yo, uh

[Verse 1: Angie Martinez]
If I can chose a place to go it gotta be far away
From here we could crossover like Hardaway
Somewhere outside the states where tommorow's like today
And I'm out in a space where nobody else can stay
And, if I can go, with you
Then I'll go get the ticket right now if that's cool
Have you ever been close to feelin like leavin the coast too
Feelin like leavin with somebody who
Hold you the right way while watchin the night fade
Make you feel like you right back in the ninth grade
When you know what he likes and what he might say
And you try to be calm and answer in nice ways
And, if I can go, with you
Way out the states no 2 ways and no page
No cells and no trace, and you just a phone call away
So all I got to say is

[Chorus: Lil' Mo]
If I can go, contigo, I'll pack my things, soon as you say
Baby vamos, we'll fly away, like there is no, no tomorrow
If can go, contigo, I'll tell my friends, nothing at all
I'll get my things, soon as you say, baby vamos, we'll fly away

[Verse 2: Sacario]
And, if I can go, with you
Oh boy we 'bout to make a lot of people annoyed
And cry you better know I know how to sneak with them toys
And boy with the block since around 94 boy
And, if I can flow, with you
Huggin Tato after the studio I roll with you
I send Dutch and three other goons to go get you
Sacario the name hold weights the whole issue
Grown men keep on cryin get mo' tissue
The way me and this girl be rhymin it's so official
Them I'm takin a trip too with no pistols
Cause everything peace only sand no streets
Little Miami Heat that's the plan we'll see
Two cups, one in Senado one in Sand Beach
And, I'll think I'll go, with you
So tell the station you need a week back to you

[Chorus: Lil' Mo]
If I can go, contigo, I'll pack my things, soon as you say
Baby vamos, we'll fly away, like there is no, no tomorrow
If can go, contigo, I'll tell my friends, nothing at all
I'll get my things, soon as you say, baby vamos, we'll fly away

[Bridge: Lil' Mo]
You can fly away, no one has to know
Will you take me with you, cause if I can go
Soon as you say the word, we'll be on our way
To a foreign place, you got to tell me

[Martinez Angie]
Yo, uh, so now that we got a plan are you comin? We could plan a week
The only question now is LaGuardia or Kennedy?

[Sacario]
And a seat, know why? the window cause I like to see
And seein as to how I'm so fly me and the clouds can speak

[Angie+S]
And, since we 'bout to go, in a few

[Sacario]
Go 'head

[Martinez Angie]
Oh, I just wanted to tell Trace thank you
That week off I'm grateful what was you tryin to say boo?

[Sacario]
Nuttin just grab my chain off the table and 2 way too

[Martinez Angie]
Ok, that little place it's a great move
But ain't no problems, unless the water don't stay blue

[Sacario]
And the shop's there?

[Martinez Angie]
If they don't got em, they don't make em

([Sacario:] True!)
No concrete just sand, throw away your shoes
Now, that we are on, our way
And our bags is packed and the car service is not late
Everything's ok, so I guess I catch you on the next track
Now I don't gotta ask

[Chorus: Lil' Mo]
If I can go, contigo, I'll pack my things, soon as you say
Baby vamos, we'll fly away, like there is no, no tomorrow
If I can go, contigo, I'll tell my friends, nothing at all
I'll get my things, soon as you say, baby vamos, we'll fly away

[Outro: Lil' Mo]
If I can go, contigo, I'll pack my things, soon as you say
Baby vamos, we'll fly way, like there is no, no tomorrow
And if I can go, contigo, I'll tell my friends, nothing at all
Nothing at all, I'll tell my friends, nothing at all"
106,15.0,Anne-Marie,2002,
107,56.0,Anne Clark,Alarm Call,
108,308.0,"Priscilla Herdman, Anne Hills, and Cindy Mangsen",Adios Ciudad,
109,307.0,Anuel AA,China,
110,1456.0,Anuel AA,Secreto,
111,242.0,Arctic Monkeys,Brianstorm,"Brian
Top marks for not tryin'
So kind of you to bless us
With your effortlessness
We're grateful and so strangely comforted

And I wonder
Are you puttin' us under?
'Cause we can't take our eyes
Off the T-shirts and ties combination
Well, see you later, innovator

Some want to kiss, some want to kick you
There's not a net you couldn't slip through
Or at least that's the impression I get
'Cause you're smooth and you're wet
And she's not aware yet but she's yours

She'll be sayin' ""Use me""
""Show me the jacuzzi""
I imagine that it's there on a plate
Your whole rendezvous rate means that
You'll never be frightened to make them wait for a while
I doubt it's your style
Not to get what you set out to acquire
The eyes are on fire
You are the unforecasted storm

(Brian)
Calm, collected and commanding
(Top marks for not tryin')
You leave the other stories standin'
With your renditions and jokes
Bet there's hundreds of blokes
That have wept 'cause you've stolen their...

Thunder
Are you puttin' us under?
'Cause we can't take our eyes
Off the T-shirts and ties combination
Well, see you later, innovator."
112,415.0,Arctic Monkeys,Only Ones Who Know,"Dancing in my underpants
I'm gonna run for government
I'm gonna form a covers band and all
And back there by the baby grand
Did Mr. Winter Wonderland say
""Come here, kid, we really need to talk""?
Bear with me, man, I lost my train of thought

I fantasize, I call it quits
I swim with the economists
And I get to the bottom of it for good
By the time reality hits
The chimes of freedom fell to bits
The shining city on the fritz
They come out of the cracks
Thirsty for blood

Just as the apocalypse finally gets prioritized
And you cried some of the hottest tears you ever cried
Multiplied by five
I suppose the singer must die

Singsong 'round the money tree
This stunning documentary
That no one else unfortunately saw
Such beautiful photography
It's worth it for the opening scene
I've been driving 'round listening to the score
Or maybe, I just imagined it all
I've played to quiet rooms like this before
Bear with me, man, I lost my train of thought
"
